"CustomerKey","Quarter","Products","BasketSize","BasketValue"
13397,"2016-03","Gold Investment",121,2081.882711777659
13400,"2016-03","P+B Investment",6,502.1995144690753
13402,"2016-03","P+B Investment",7,600.4692442320331
13406,"2016-03","Fund Manager+",40,1469.7721185478472
13407,"2016-03","Fund Manager+",27,1393.2216009966896
13408,"2016-03","P+B Investment",1,462.15415022161653
13410,"2016-03","P+B Investment",7,232.243911743703
13413,"2016-03","Private Investment",99,980.6780514960994
13418,"2016-03","Private Investment",91,1369.9472766953945
13422,"2016-03","P+B Investment",7,195.00652431327225
13423,"2016-03","Private Investment",92,1179.5797965095012
13424,"2016-03","Private Investment",105,1630.8165732228213
13427,"2016-03","Private Investment",95,1850.1766452528018
13428,"2016-03","P+B Investment",8,705.9614221233101
13430,"2016-03","Fund Manager+",34,855.6341725235307
13433,"2016-03","Fund Manager+",34,1273.7007735931788
13435,"2016-03","P+B Investment",3,702.1114164927492
13439,"2016-03","P+B Investment",7,689.777799383742
13442,"2016-03","P+B Investment",5,690.1981866081074
13443,"2016-03","P+B Investment",4,780.2531910012108
13444,"2016-03","Private Investment",96,1706.849988309509
13446,"2016-03","P+B Investment",4,530.5422258016986
13448,"2016-03","P+B Investment",3,474.0664044149466
13449,"2016-03","Private Investment",101,1081.0700874260772
13451,"2016-03","Private Investment",103,835.2179733146829
13454,"2016-03","Private Investment",103,1293.502997680136
13457,"2016-03","CO Investment",11,135.301562189538
13459,"2016-03","Gold Investment",98,1024.7292126579703
13461,"2016-03","CO Investment",5,204.47540724309823
13462,"2016-03","Fund Manager+",32,656.8485999839636
13465,"2016-03","Fund Manager+",35,1509.727933951954
13466,"2016-03","P+B Investment",3,199.07963824413952
13469,"2016-03","P+B Investment",4,361.93485050519314
13470,"2016-03","CO Investment",11,378.0974154581062
13472,"2016-03","Fund Manager+",43,661.1543937784988
13475,"2016-03","P+B Investment",2,738.7204043561042
13476,"2016-03","Fund Manager+",37,1255.4502248301064
13480,"2016-03","Fund Manager+",31,1573.6630167361527
13481,"2016-03","Fund Manager+",21,777.7731666847517
13482,"2016-03","Fund Manager+",28,1584.680834280497
13483,"2016-03","Fund Manager+",41,886.1061940314365
13484,"2016-03","Fund Manager+",41,1407.3635802939484
13485,"2016-03","Private Investment",106,1873.7564898384842
13486,"2016-03","Private Investment",107,1402.242143808403
13487,"2016-03","P+B Investment",6,151.99209737881282
13490,"2016-03","P+B Investment",7,649.4990449612421
13491,"2016-03","P+B Investment",1,329.6990932198987
13492,"2016-03","Fund Manager+",29,1226.242799964099
13496,"2016-03","P+B Investment",5,694.2597771753443
13500,"2016-03","P+B Investment",5,488.6486441197791
13503,"2016-03","Private Investment",108,1373.4790594325452
13506,"2016-03","P+B Investment",7,364.998105830476
13507,"2016-03","P+B Investment",8,569.4518399037336
13509,"2016-03","P+B Investment",1,683.7109078403571
13511,"2016-03","Private Investment",105,733.738189395312
13512,"2016-03","Private Investment",101,1633.1499424139965
13513,"2016-03","Private Investment",92,700.6975857511012
13516,"2016-03","P+B Investment",7,571.885644572583
13522,"2016-03","Fund Manager+",36,1329.7762557055712
13523,"2016-03","Fund Manager+",22,817.7349205648128
13528,"2016-03","Fund Manager+",41,981.1768895117937
13531,"2016-03","Fund Manager+",45,1265.0542824260929
13532,"2016-03","Fund Manager+",21,763.3572177897709
13534,"2016-03","Private Investment",110,1857.8251806087621
13536,"2016-03","Private Investment",96,897.5697965553932
13537,"2016-03","P+B Investment",8,193.96049353276476
13540,"2016-03","Private Investment",105,1846.6634793618643
13543,"2016-03","Private Investment",91,1942.5451523997287
13545,"2016-03","Gold Investment",83,2014.8423013759193
13546,"2016-03","Gold Investment",109,1901.30713946874
13547,"2016-03","Private Investment",106,1829.5237557537914
13553,"2016-03","Fund Manager+",37,1058.7738170581304
13554,"2016-03","Fund Manager+",28,1191.5501469927403
13556,"2016-03","Fund Manager+",33,825.732391332562
13557,"2016-03","Fund Manager+",38,1290.8665565339475
13560,"2016-03","P+B Investment",5,754.1313157732187
13561,"2016-03","P+B Investment",6,468.85992010641354
13565,"2016-03","Gold Investment",98,1749.5258481732135
13566,"2016-03","Gold Investment",95,2095.8159431190406
13570,"2016-03","Gold Investment",107,1028.2847796021044
13571,"2016-03","Private Investment",110,1666.650197704311
13574,"2016-03","Gold Investment",91,1467.426549628839
13576,"2016-03","Private Investment",98,1218.5703076158493
13577,"2016-03","P+B Investment",6,710.0113927332474
13578,"2016-03","P+B Investment",7,167.57922275943565
13580,"2016-03","Gold Investment",98,1795.7161312790663
13581,"2016-03","Gold Investment",105,1708.556053498366
13583,"2016-03","P+B Investment",4,712.8088736227593
13586,"2016-03","P+B Investment",7,244.79875721198783
13587,"2016-03","P+B Investment",5,414.7359216415754
13589,"2016-03","P+B Investment",3,493.067428419312
13597,"2016-03","CO Investment",12,471.7966710745079
13598,"2016-03","Gold Investment",115,1907.7923018792128
13599,"2016-03","P+B Investment",2,746.1521994016846
13600,"2016-03","P+B Investment",7,613.2308657557801
13602,"2016-03","P+B Investment",6,391.5470183941696
13603,"2016-03","P+B Investment",2,233.46022504181764
13604,"2016-03","Gold Investment",120,1254.8581057863987
13607,"2016-03","Gold Investment",90,959.3687583921305
13609,"2016-03","Gold Investment",90,1423.6400145053794
13611,"2016-03","CO Investment",11,265.81462909911886
13614,"2016-03","Private Investment",105,737.9904686571609
13616,"2016-03","Private Investment",106,1772.4125696476067
13618,"2016-03","Private Investment",95,1526.351007345379
13624,"2016-03","Private Investment",90,1838.6808670630753
13625,"2016-03","CO Investment",0,147.97080957272385
13632,"2016-03","Private Investment",93,829.8396193939589
13634,"2016-03","Private Investment",110,978.7366332706749
13636,"2016-03","P+B Investment",2,410.74111798197845
13638,"2016-03","Private Investment",91,1844.5169191171763
13639,"2016-03","P+B Investment",5,600.3590690310554
13640,"2016-03","Gold Investment",117,1217.624148825991
13641,"2016-03","Gold Investment",109,1658.9223839233923
13642,"2016-03","Private Investment",93,896.6620528114559
13643,"2016-03","CO Investment",0,479.880320220141
13644,"2016-03","Gold Investment",105,1496.6623709354128
13650,"2016-03","CO Investment",6,164.64821810344336
13653,"2016-03","CO Investment",9,249.71854835039414
13654,"2016-03","Private Investment",103,1491.894712132711
13655,"2016-03","Private Investment",102,1387.3146839084568
13656,"2016-03","Fund Manager+",23,1132.725810840994
13658,"2016-03","Fund Manager+",39,1188.1776438250968
13660,"2016-03","Private Investment",110,1903.5891131731626
13661,"2016-03","CO Investment",5,150.45407682218405
13664,"2016-03","CO Investment",11,403.25624688969714
13665,"2016-03","Private Investment",110,1250.2334489390887
13669,"2016-03","Private Investment",104,1077.6026278963616
13670,"2016-03","Private Investment",104,940.7248527193761
13671,"2016-03","P+B Investment",3,770.7628304604245
13672,"2016-03","CO Investment",5,407.6299105680769
13673,"2016-03","CO Investment",6,214.24822152449715
13678,"2016-03","Gold Investment",121,2067.9509398770147
13679,"2016-03","Private Investment",107,907.076521489382
13680,"2016-03","Private Investment",98,1754.150497622744
13681,"2016-03","Gold Investment",87,1984.6610700397598
13682,"2016-03","Gold Investment",96,1608.0133824323625
13683,"2016-03","Gold Investment",123,1067.547852209784
13684,"2016-03","CO Investment",6,56.37735289945943
13686,"2016-03","P+B Investment",8,544.5126430799507
13688,"2016-03","P+B Investment",5,588.3196878497713
13689,"2016-03","CO Investment",13,422.6994375229335
13690,"2016-03","P+B Investment",4,514.4728606082247
13691,"2016-03","P+B Investment",6,154.24540467799102
13696,"2016-03","P+B Investment",3,386.563754261038
13699,"2016-03","P+B Investment",6,427.17531398913206
13701,"2016-03","Fund Manager+",29,1533.8909507861106
13702,"2016-03","Fund Manager+",34,752.4778332722315
13703,"2016-03","P+B Investment",3,467.59171598309075
13705,"2016-03","P+B Investment",6,388.81718853933455
13708,"2016-03","Fund Manager+",24,1053.4860114716016
13710,"2016-03","Fund Manager+",29,1589.443750671491
13712,"2016-03","Fund Manager+",32,1006.6144975986275
13714,"2016-03","Private Investment",104,1915.612785322698
13715,"2016-03","Private Investment",110,1743.3194945683645
13717,"2016-03","CO Investment",11,264.14864504737255
13718,"2016-03","CO Investment",13,528.5118797499708
13720,"2016-03","Gold Investment",98,2151.0311157929723
13723,"2016-03","P+B Investment",2,624.1677047124699
13725,"2016-03","P+B Investment",6,560.3604379939953
13726,"2016-03","P+B Investment",1,403.24212883991197
13727,"2016-03","P+B Investment",6,668.1811808303743
13729,"2016-03","P+B Investment",1,371.1238592883911
13730,"2016-03","P+B Investment",2,199.5492076637021
13731,"2016-03","P+B Investment",5,448.56315845637783
13733,"2016-03","P+B Investment",7,428.18436694960377
13736,"2016-03","P+B Investment",2,397.85287697206223
13738,"2016-03","P+B Investment",2,586.8907066789152
13739,"2016-03","P+B Investment",3,249.47968904362443
13741,"2016-03","P+B Investment",4,301.5337246961516
13743,"2016-03","P+B Investment",5,393.5282197313421
13744,"2016-03","P+B Investment",7,452.556323403241
13752,"2016-03","P+B Investment",6,210.2128730809131
13755,"2016-03","P+B Investment",6,797.7031315492724
13760,"2016-03","Fund Manager+",33,1591.7375265674305
13762,"2016-03","Fund Manager+",36,939.1722572907089
13764,"2016-03","Fund Manager+",29,818.9872559149367
13767,"2016-03","Fund Manager+",42,1335.4189760057257
13768,"2016-03","Fund Manager+",43,991.6028498845023
13769,"2016-03","Fund Manager+",30,977.4888691889032
13770,"2016-03","Fund Manager+",28,665.547735266264
13774,"2016-03","Fund Manager+",32,1579.2574419153902
13775,"2016-03","Fund Manager+",39,976.22285397909
13776,"2016-03","Fund Manager+",35,1015.0680762424646
13778,"2016-03","Private Investment",104,832.58317802874
13779,"2016-03","Private Investment",95,1145.067044850564
13786,"2016-03","Private Investment",107,1898.4770818032714
13787,"2016-03","Fund Manager+",23,1122.9232580198702
13791,"2016-03","CO Investment",6,133.0885051097307
13792,"2016-03","CO Investment",3,502.44494508247027
13796,"2016-03","Private Investment",91,1581.1680206987928
13801,"2016-03","CO Investment",4,557.2778504587245
13802,"2016-03","Private Investment",90,1540.6348534941676
13804,"2016-03","Gold Investment",120,851.7462736990618
13807,"2016-03","Private Investment",91,776.0491587112393
13811,"2016-03","Private Investment",99,1546.6425643549035
13812,"2016-03","Private Investment",105,1433.572719399479
13815,"2016-03","CO Investment",2,215.93807835858516
13818,"2016-03","Gold Investment",115,1517.8795166609953
13819,"2016-03","CO Investment",10,454.90328968390946
13820,"2016-03","P+B Investment",2,447.11365508070173
13823,"2016-03","P+B Investment",5,621.5210232522611
13824,"2016-03","P+B Investment",7,686.8910432545619
13829,"2016-03","P+B Investment",4,712.709257391394
13830,"2016-03","Private Investment",103,1431.3938511959898
13831,"2016-03","P+B Investment",4,710.5618337358784
13832,"2016-03","P+B Investment",2,784.9200399025924
13834,"2016-03","Private Investment",110,1212.3872554294371
13836,"2016-03","Private Investment",104,1169.5296131939251
13837,"2016-03","P+B Investment",2,457.9742544829374
13838,"2016-03","P+B Investment",1,553.9426543145898
13839,"2016-03","P+B Investment",4,556.9510906074436
13842,"2016-03","P+B Investment",5,191.02416803589227
13844,"2016-03","P+B Investment",4,454.5532211136721
13845,"2016-03","Gold Investment",112,2024.6378901250985
13847,"2016-03","Gold Investment",109,1959.1833138720676
13849,"2016-03","Private Investment",93,1780.3743554886635
13851,"2016-03","Private Investment",96,897.6585630073927
13852,"2016-03","Private Investment",100,1222.1896386281337
13854,"2016-03","Private Investment",92,874.8646344407942
13856,"2016-03","P+B Investment",7,250.28453808541457
13857,"2016-03","P+B Investment",2,473.4966828912127
13858,"2016-03","P+B Investment",7,773.8137259457701
13862,"2016-03","P+B Investment",2,308.8440767831203
13866,"2016-03","Gold Investment",100,1756.7636572239505
13867,"2016-03","P+B Investment",4,328.06021255465396
13869,"2016-03","P+B Investment",2,435.10995187372487
13870,"2016-03","CO Investment",5,357.906326307335
13871,"2016-03","P+B Investment",5,154.3087874844125
13873,"2016-04","Private Investment",103,1362.590438032697
13876,"2016-04","Private Investment",96,874.0752327338485
13879,"2016-04","P+B Investment",1,288.7494363583482
13880,"2016-04","Fund Manager+",43,937.8368014871126
13881,"2016-04","Fund Manager+",29,1562.798314083291
13883,"2016-04","Fund Manager+",40,1085.738049916583
13884,"2016-04","Fund Manager+",34,885.1822570820877
13886,"2016-04","Fund Manager+",22,1165.9582237841532
13889,"2016-04","Fund Manager+",45,1555.6191514143657
13892,"2016-04","Fund Manager+",26,1173.2431055107459
13895,"2016-04","Fund Manager+",33,710.5619653781433
13900,"2016-04","Fund Manager+",43,1528.7234854421408
13901,"2016-04","Fund Manager+",27,859.2901921446444
13902,"2016-04","Private Investment",107,1042.4548198073048
13903,"2016-04","Private Investment",98,887.6611262964749
13904,"2016-04","Private Investment",91,1388.449571475806
13905,"2016-04","Fund Manager+",25,770.8260669518344
13906,"2016-04","Fund Manager+",21,1449.324996093288
13907,"2016-04","Private Investment",100,1950.6927903814712
13908,"2016-04","Fund Manager+",24,1372.957667888054
13913,"2016-04","Fund Manager+",33,1582.1008216097362
13915,"2016-04","Private Investment",94,933.6266741791476
13916,"2016-04","Fund Manager+",23,1543.7002083217124
13919,"2016-04","Fund Manager+",22,1595.5193681850924
13920,"2016-04","Fund Manager+",28,1563.8741950720528
13921,"2016-04","Fund Manager+",24,1540.5330258149615
13922,"2016-04","Fund Manager+",38,942.1990478770135
13923,"2016-04","Fund Manager+",36,654.0697392877275
13931,"2016-04","Fund Manager+",40,1197.5555311198652
13933,"2016-04","Fund Manager+",39,1539.5059064492132
13934,"2016-04","Fund Manager+",39,1301.775607828087
13936,"2016-04","Fund Manager+",28,786.5927332940944
13938,"2016-04","Private Investment",93,1271.0857840584222
13943,"2016-04","Private Investment",109,977.5735333604441
13945,"2016-04","Private Investment",102,1114.2745164835867
13946,"2016-04","Private Investment",104,1998.329150082691
13947,"2016-04","Private Investment",93,1499.7302777383431
13956,"2016-04","Private Investment",93,1759.8588626819046
13958,"2016-04","Private Investment",101,1843.6281367709516
13959,"2016-04","Private Investment",110,913.4625768959667
13960,"2016-04","Private Investment",100,1629.164537167035
13962,"2016-04","Fund Manager+",27,1525.8870856176727
13965,"2016-04","P+B Investment",1,762.1570492134385
13966,"2016-04","P+B Investment",4,219.8120542037297
13967,"2016-04","Gold Investment",96,1410.082363791116
13968,"2016-04","P+B Investment",2,263.88712747900877
13969,"2016-04","Gold Investment",89,1208.9174874029381
13970,"2016-04","Gold Investment",91,1644.4369879379292
13972,"2016-04","P+B Investment",6,319.50208353148764
13973,"2016-04","Fund Manager+",31,784.6986829173968
13974,"2016-04","Fund Manager+",25,1087.8156029847942
13977,"2016-04","P+B Investment",2,192.59987693783222
13978,"2016-04","P+B Investment",8,527.0722786764461
13979,"2016-04","Fund Manager+",29,1309.8223566067954
13980,"2016-04","Fund Manager+",32,668.853556002013
13982,"2016-04","Private Investment",98,969.7222642855859
13983,"2016-04","Private Investment",90,1475.0125013375582
13984,"2016-04","Private Investment",101,1629.7584437209657
13993,"2016-04","Private Investment",102,1267.5342393845758
13996,"2016-04","Private Investment",90,1808.7521281580919
13998,"2016-04","Private Investment",99,1976.7126353872438
14003,"2016-04","Private Investment",107,1911.7551277838618
14010,"2016-04","Private Investment",94,1387.4698871545145
14013,"2016-04","Private Investment",108,1216.9978271958626
14014,"2016-04","Private Investment",106,1243.824805729271
14016,"2016-04","Private Investment",92,1862.6867591609284
14019,"2016-04","Private Investment",106,1810.1676773441482
14023,"2016-04","P+B Investment",1,391.1694602678142
14025,"2016-04","Gold Investment",119,1934.8258581645698
14027,"2016-04","P+B Investment",7,184.3629979014676
14029,"2016-04","P+B Investment",5,597.6682360512825
14030,"2016-04","P+B Investment",3,658.8221640480618
14032,"2016-04","P+B Investment",7,283.20777083568913
14034,"2016-04","P+B Investment",2,585.8988897618406
14041,"2016-04","P+B Investment",8,545.0505076177726
14042,"2016-04","CO Investment",9,303.28211495081223
14044,"2016-04","P+B Investment",4,253.22537401601215
14045,"2016-04","Gold Investment",113,1942.8621953846014
14049,"2016-04","Gold Investment",121,874.9081525362385
14050,"2016-04","P+B Investment",3,394.5026114894596
14054,"2016-04","P+B Investment",6,540.8137283736733
14058,"2016-04","P+B Investment",8,155.82105591133487
14060,"2016-04","P+B Investment",8,607.4624730183177
14061,"2016-04","Gold Investment",115,860.2629276533164
14063,"2016-04","Gold Investment",113,829.6602644078702
14064,"2016-04","Fund Manager+",31,816.7532007560978
14069,"2016-04","P+B Investment",1,729.3866681774117
14070,"2016-04","P+B Investment",6,424.77613356155103
14071,"2016-04","Fund Manager+",36,801.5951765925579
14072,"2016-04","CO Investment",5,303.42167261438334
14073,"2016-04","P+B Investment",4,673.807695070019
14074,"2016-04","Private Investment",107,1251.1014433809341
14075,"2016-04","Private Investment",104,1024.2837442926755
14078,"2016-04","Private Investment",109,809.0910411635658
14080,"2016-04","Fund Manager+",33,1332.2231997910194
14081,"2016-04","Fund Manager+",42,1598.0834921496798
14085,"2016-04","P+B Investment",6,310.6736830054912
14092,"2016-04","Private Investment",101,1840.0703476578665
14094,"2016-04","Private Investment",92,708.8496095613799
14095,"2016-04","Private Investment",99,751.7835490022128
14096,"2016-04","Private Investment",91,1257.8329718421492
14097,"2016-04","P+B Investment",3,382.73476920581936
14101,"2016-04","Gold Investment",104,1273.3471888820532
14102,"2016-04","Gold Investment",113,1903.734806620191
14103,"2016-04","Gold Investment",123,1064.9744898382824
14104,"2016-04","Gold Investment",103,1072.4651075904872
14105,"2016-04","Gold Investment",94,2133.5937218268114
14106,"2016-04","Gold Investment",85,1062.0327120679544
14109,"2016-04","Gold Investment",84,2014.9233275088643
14111,"2016-04","Gold Investment",108,1771.1503121455635
14116,"2016-04","CO Investment",6,405.39389637778453
14117,"2016-04","Gold Investment",114,1799.3510311493142
14118,"2016-04","Gold Investment",125,2148.289249921294
14119,"2016-04","Private Investment",94,1375.1140404310454
14122,"2016-04","Private Investment",107,1607.7431159110686
14124,"2016-04","Gold Investment",103,1522.453253807851
14127,"2016-04","Gold Investment",123,991.8219062264149
14128,"2016-04","Private Investment",109,937.6411979242575
14129,"2016-04","Private Investment",95,1603.6194858024041
14134,"2016-04","Fund Manager+",29,936.9246091648768
14137,"2016-04","Private Investment",95,712.8450773617913
14143,"2016-04","P+B Investment",6,784.673319574084
14146,"2016-04","Gold Investment",125,2095.306434961856
14151,"2016-04","Gold Investment",87,1255.197624212663
14155,"2016-04","Private Investment",98,1815.8749815410006
14157,"2016-04","Gold Investment",82,2101.2898724557126
14159,"2016-04","Private Investment",97,1716.510144234151
14162,"2016-04","P+B Investment",2,783.8352612763114
14163,"2016-04","Fund Manager+",23,1582.1007460517458
14168,"2016-04","Gold Investment",99,874.7078297862358
14170,"2016-04","Gold Investment",84,1356.8482513098133
14172,"2016-04","P+B Investment",4,762.6880042146279
14173,"2016-04","Fund Manager+",38,1292.2716105620489
14175,"2016-04","Fund Manager+",34,1231.431864706347
14177,"2016-04","Private Investment",107,1424.7087016648438
14178,"2016-04","Private Investment",107,1556.1821449059096
14179,"2016-04","P+B Investment",2,465.32770593790434
14184,"2016-04","Private Investment",108,1227.7933989539902
14186,"2016-04","P+B Investment",6,662.6444376952081
14195,"2016-04","Private Investment",101,1646.3525641826022
14198,"2016-04","Fund Manager+",21,1226.57023966075
14199,"2016-04","Fund Manager+",38,734.604695948156
14200,"2016-04","Fund Manager+",44,1041.9140905262068
14202,"2016-04","Fund Manager+",32,1003.9891556439702
14203,"2016-04","Fund Manager+",45,792.8490552554397
14205,"2016-04","Private Investment",107,1156.9181318402489
14208,"2016-04","P+B Investment",8,314.1273453397728
14209,"2016-04","Gold Investment",88,1472.775884103223
14210,"2016-04","Private Investment",109,971.7768044006893
14212,"2016-04","Gold Investment",93,1356.3118400582487
14213,"2016-04","Gold Investment",101,1703.2863541679174
14214,"2016-04","Private Investment",90,1630.957782021048
14215,"2016-04","P+B Investment",4,522.3522507165088
14216,"2016-04","Private Investment",107,1376.533433781809
14217,"2016-04","Private Investment",103,1187.4997221853223
14218,"2016-04","Private Investment",92,1075.9903089694496
14221,"2016-04","P+B Investment",6,319.8106051270937
14222,"2016-04","Private Investment",96,1660.771397742277
14225,"2016-04","P+B Investment",8,255.70356352495133
14226,"2016-04","P+B Investment",2,412.3528795910583
14227,"2016-04","Gold Investment",112,2147.620471909869
14228,"2016-04","Gold Investment",81,1347.2440213064442
14229,"2016-04","P+B Investment",5,395.94039146903145
14233,"2016-04","P+B Investment",8,220.7041321078043
14238,"2016-04","Gold Investment",112,2051.1582437206043
14239,"2016-04","CO Investment",13,218.09356105433125
14246,"2016-04","Gold Investment",86,1810.2197186477893
14248,"2016-04","CO Investment",8,195.74427648754263
14249,"2016-04","Private Investment",110,1423.5451377701954
14250,"2016-04","Private Investment",95,1580.192839610158
14251,"2016-04","Private Investment",93,1623.8451262352505
14255,"2016-04","Private Investment",91,1477.6017391987734
14256,"2016-04","Private Investment",111,1170.67237414485
14257,"2016-04","Gold Investment",109,851.3973053954154
14260,"2016-04","Private Investment",97,1950.0715318534656
14261,"2016-04","P+B Investment",7,389.4287495178621
14263,"2016-04","CO Investment",9,112.84756547850711
14264,"2016-04","Gold Investment",86,1912.9866182780772
14265,"2016-04","Gold Investment",105,1357.750256581482
14266,"2016-04","CO Investment",12,53.064000137864966
14267,"2016-04","CO Investment",4,548.3424762664483
14268,"2016-04","Fund Manager+",38,1278.0623489371346
14270,"2016-04","Private Investment",103,1654.6600531401878
14272,"2016-04","Private Investment",110,929.0951693721773
14273,"2016-04","Private Investment",107,780.6788145190382
14274,"2016-04","Private Investment",106,1841.6754481227129
14275,"2016-04","Fund Manager+",33,1401.9207800442068
14278,"2016-04","Fund Manager+",27,778.928047541219
14279,"2016-04","Private Investment",106,1199.1865320612517
14284,"2016-04","P+B Investment",6,551.5526417907495
14290,"2016-04","Fund Manager+",32,1109.4755805453783
14292,"2016-04","P+B Investment",4,731.8190784132482
14294,"2016-04","P+B Investment",6,217.0382128241679
14295,"2016-04","P+B Investment",4,192.91465300735575
14296,"2016-04","P+B Investment",6,526.4047066675864
14298,"2016-04","Gold Investment",109,1757.9116654277389
14299,"2016-04","P+B Investment",2,555.8570565711668
14300,"2016-04","Gold Investment",107,1786.0301422112268
14305,"2016-04","P+B Investment",1,591.6817862901967
14308,"2016-04","P+B Investment",8,428.5905755654418
14309,"2016-04","Gold Investment",96,1302.7943658092904
14310,"2016-04","Fund Manager+",21,684.9544496215233
14312,"2016-04","Private Investment",99,966.9730795111434
14313,"2016-04","P+B Investment",7,458.46102110973163
14314,"2016-04","P+B Investment",4,596.4524449652629
14317,"2016-04","Fund Manager+",44,1173.3296131498898
14318,"2016-04","Fund Manager+",40,1182.3985501504935
14321,"2016-04","Private Investment",109,1472.621065272548
14322,"2016-04","CO Investment",7,248.02431628974722
14324,"2016-04","CO Investment",14,55.05021032770331
14326,"2016-04","Gold Investment",124,890.0712561628033
14329,"2016-04","P+B Investment",3,398.5733679993981
14330,"2016-04","P+B Investment",2,457.19655077654727
14331,"2016-04","P+B Investment",6,323.47521958454047
14333,"2016-04","Private Investment",107,1594.1013346218092
14335,"2016-04","Private Investment",101,1369.0592394341495
14337,"2016-04","Fund Manager+",37,1076.2041079028056
14338,"2016-04","Fund Manager+",40,1299.624523217798
14340,"2016-04","P+B Investment",7,216.49183790045214
14341,"2016-04","P+B Investment",6,788.9020989146935
14343,"2016-04","Private Investment",97,1190.0338446246508
14346,"2016-04","P+B Investment",5,707.9095116566199
14348,"2016-04","P+B Investment",2,193.0097336523068
14350,"2016-04","Private Investment",91,1144.062600742368
14354,"2016-04","P+B Investment",3,420.404389664151
14356,"2016-04","P+B Investment",4,701.2856082076347
14358,"2016-04","Gold Investment",100,1789.7997272743085
14360,"2016-04","Gold Investment",121,1087.8443728819343
14364,"2016-04","Gold Investment",90,2094.218235268481
14365,"2016-04","Gold Investment",109,1168.5679819141003
14367,"2016-04","Gold Investment",109,1967.1455656140774
14368,"2016-04","Gold Investment",116,1815.955413146678
14369,"2016-04","CO Investment",14,288.9650007819445
14371,"2016-04","Gold Investment",90,1663.8266697557149
14372,"2016-04","P+B Investment",2,158.08798429459088
14375,"2016-04","Private Investment",100,1392.1932697593202
14376,"2016-04","Private Investment",95,1452.2143131625917
14377,"2016-04","Fund Manager+",31,748.1291429597647
14378,"2016-04","Gold Investment",122,1886.1591307803278
14380,"2016-04","P+B Investment",3,598.183294738951
14381,"2016-04","Gold Investment",95,1646.1210768900698
14382,"2016-04","P+B Investment",8,495.7437468698624
14384,"2016-04","Private Investment",95,1997.5415815845975
14385,"2016-04","Private Investment",91,1381.4658260030442
14387,"2016-04","Private Investment",99,917.6890902215904
14395,"2016-04","Fund Manager+",39,1123.5392619503384
14396,"2016-04","Fund Manager+",31,808.995484632148
14397,"2016-04","Fund Manager+",35,1424.739102899663
14398,"2016-04","Fund Manager+",25,1296.9173963995424
14399,"2016-04","Fund Manager+",43,1591.4636660064693
14400,"2016-04","Fund Manager+",32,661.0515253336548
14402,"2016-04","Private Investment",97,1622.8178692239749
14403,"2016-04","Fund Manager+",39,1235.1227770748774
14404,"2016-04","Private Investment",94,1406.4451241244547
14407,"2016-04","Private Investment",103,1604.208028416441
14411,"2016-04","Private Investment",107,1881.1269850876658
14412,"2016-04","Private Investment",103,1737.6088189456518
14417,"2016-04","Private Investment",95,1653.2530655119683
14418,"2016-04","Private Investment",106,1471.9020871700448
14420,"2016-04","P+B Investment",8,231.1253257530193
14421,"2016-04","P+B Investment",4,752.7448792665068
14422,"2016-04","Private Investment",94,1080.1370059720853
14423,"2016-04","P+B Investment",3,454.84579444372133
14424,"2016-04","P+B Investment",2,503.16902596856323
14425,"2016-04","P+B Investment",5,315.84681619384787
14426,"2016-04","Gold Investment",95,1288.3200938351924
14428,"2016-04","P+B Investment",1,627.4749284217746
14429,"2016-04","P+B Investment",1,171.15242925377527
14431,"2016-04","Gold Investment",94,1646.1433813981953
14434,"2016-04","Gold Investment",116,1291.1058663814697
14435,"2016-04","P+B Investment",1,387.8649042512644
14436,"2016-04","P+B Investment",6,251.87424883999057
14437,"2016-04","P+B Investment",3,593.6606202020325
14438,"2016-04","P+B Investment",6,174.94683587908065
14440,"2016-04","P+B Investment",1,760.8091692884566
14442,"2016-04","P+B Investment",2,549.8845530159149
14445,"2016-04","P+B Investment",4,768.887130982369
14447,"2016-04","Fund Manager+",44,1049.6240378430125
14448,"2016-04","Fund Manager+",33,864.5343307679716
14455,"2016-04","P+B Investment",8,536.9569701663238
14457,"2016-04","Private Investment",111,900.7655594410901
14458,"2016-04","Private Investment",110,823.1043242548527
14460,"2016-04","Fund Manager+",40,1348.9544192635817
14463,"2016-04","Fund Manager+",45,1284.706837278281
14469,"2016-04","Fund Manager+",26,1555.4501611163955
14471,"2016-04","P+B Investment",2,408.9363002953231
14474,"2016-04","Fund Manager+",36,1256.1455839706282
14475,"2016-04","P+B Investment",4,330.822776190386
14476,"2016-04","P+B Investment",2,190.6560488713075
14478,"2016-04","P+B Investment",5,688.1838238667051
14480,"2016-04","P+B Investment",2,470.74181625582355
14482,"2016-04","P+B Investment",7,529.1898179104369
14487,"2016-04","P+B Investment",4,577.1588633080336
14490,"2016-04","Private Investment",107,1832.896394576531
14491,"2016-04","Gold Investment",90,1264.7441012723143
14493,"2016-04","Gold Investment",99,1339.261990851626
14494,"2016-04","P+B Investment",2,682.5418449482011
14496,"2016-04","Private Investment",103,1881.2820043854265
14498,"2016-04","Private Investment",97,1607.2407130360305
14500,"2016-04","Private Investment",98,905.1440256237024
14501,"2016-04","Gold Investment",93,1187.5061860416354
14503,"2016-04","Gold Investment",101,957.890457233734
14504,"2016-04","Fund Manager+",32,1050.72993261979
14505,"2016-04","P+B Investment",7,625.0095900599872
14508,"2016-04","Gold Investment",89,1788.045639957144
